Max threads 48
1	1	8.326654
1	2	8.325756
1	3	8.325939
1	4	7.762316
1	5	5.514333
1	6	5.451362
1	7	5.503949
1	8	5.516527
1	9	5.433880
1	10	5.443976
1	11	5.507013
1	12	5.432114
1	13	5.453598
1	14	5.426661
1	15	5.440059
1	16	5.486556
1	17	5.429110
1	18	5.456206
1	19	5.503854
1	20	5.425383
1	21	5.429720
1	22	5.496792
1	23	5.441928
1	24	5.437285
1	25	5.437382
1	26	5.516617
1	27	5.474638
1	28	5.415514
1	29	5.464207
1	30	5.407348
1	31	5.433885
1	32	5.443603
1	33	5.493825
1	34	5.479579
1	35	5.431342
1	36	5.457761
1	37	5.502917
1	38	5.492913
1	39	5.418972
1	40	5.485352
1	41	5.479911
1	42	5.433939
1	43	5.397386
1	44	5.379538
1	45	5.386171
1	46	5.424435
1	47	5.389822
1	48	5.410943
1	49	5.399718
1	50	5.408175
2	1	1.176436
2	1	4.264349
2	2	1.166269
2	2	4.247979
2	3	1.166372
2	3	4.290223
2	4	1.167651
2	4	4.260220
2	5	1.177309
2	5	4.298029
2	6	1.168209
2	6	4.285862
2	7	1.175732
2	7	4.281816
2	8	1.168215
2	8	4.239500
2	9	1.166409
2	9	4.275682
2	10	1.172311
2	10	4.266234
2	11	1.167353
2	11	4.258867
2	12	1.167875
2	12	4.257055
2	13	1.161291
2	13	4.237305
2	14	1.170505
2	14	4.271403
2	15	1.170393
2	15	4.263395
2	16	1.167418
2	16	4.235386
2	17	1.161438
2	17	4.257917
2	18	1.176601
2	18	4.244614
2	19	1.156523
2	19	4.290395
2	20	1.167426
2	20	4.313559
2	21	1.172090
2	21	4.252511
2	22	1.175922
2	22	4.266051
2	23	1.173147
2	23	4.259517
2	24	1.160874
2	24	4.331270
2	25	1.160598
2	25	4.283130
2	26	1.173841
2	26	4.242955
2	27	1.177670
2	27	4.247915
2	28	1.174527
2	28	4.288121
2	29	1.167310
2	29	4.306256
2	30	1.175534
2	30	4.280025
2	31	1.162973
2	31	4.282187
2	32	1.171969
2	32	4.299285
2	33	1.172691
2	33	4.260599
2	34	1.168199
2	34	4.293382
2	35	1.171453
2	35	4.228337
2	36	1.175189
2	36	4.224215
2	37	1.174691
2	37	4.281607
2	38	1.168450
2	38	4.243171
2	39	1.172625
2	39	4.271291
2	40	1.164886
2	40	4.282924
2	41	1.141682
2	41	4.256015
2	42	1.145238
2	42	4.271353
2	43	1.168002
2	43	4.270343
2	44	1.171245
2	44	4.289454
2	45	1.160299
2	45	4.292997
2	46	1.175444
2	46	4.276648
2	47	1.173148
2	47	4.255065
2	48	1.176307
2	48	4.247857
2	49	1.167657
2	49	4.224348
2	50	1.166714
2	50	4.255337
3	1	0.456549
3	1	2.033567
3	1	2.998900
3	2	0.458085
3	2	2.008606
3	2	2.975755
3	3	0.456598
3	3	2.028983
3	3	2.981783
3	4	0.461360
3	4	2.008506
3	4	2.951644
3	5	0.461715
3	5	2.029752
3	5	3.016399
3	6	0.456500
3	6	2.008617
3	6	2.954647
3	7	0.456003
3	7	2.028881
3	7	2.983103
3	8	0.460797
3	8	2.030165
3	8	2.963989
3	9	0.456502
3	9	2.032962
3	9	2.957457
3	10	0.457558
3	10	2.030456
3	10	2.954870
3	11	0.452725
3	11	2.016461
3	11	3.037884
3	12	0.459526
3	12	2.014968
