Max threads 48
19	5	0.507022
19	6	0.511743
19	7	0.516395
19	8	0.513231
19	9	0.511996
19	10	0.509207
20	1	0.489637
20	2	0.481742
20	3	0.480111
20	4	0.489871
20	5	0.489988
20	6	0.489818
20	7	0.478670
20	8	0.485122
20	9	0.494599
20	10	0.495052
21	1	0.467708
21	2	0.467632
21	3	0.465152
21	4	0.466307
21	5	0.454734
21	6	0.462080
21	7	0.469001
21	8	0.470280
21	9	0.467758
21	10	0.472074
22	1	0.452465
22	2	0.446796
22	3	0.437572
22	4	0.441837
22	5	0.437354
22	6	0.453377
22	7	0.452367
22	8	0.455395
22	9	0.452428
22	10	0.453426
23	1	0.421735
23	2	0.424951
23	3	0.425061
23	4	0.432978
23	5	0.422800
23	6	0.437881
23	7	0.425752
23	8	0.423898
23	9	0.422240
23	10	0.420929
24	1	0.407505
24	2	0.406724
24	3	0.420139
24	4	0.408842
24	5	0.410928
24	6	0.415997
24	7	0.410847
24	8	0.411845
24	9	0.420447
24	10	0.420413
25	1	0.405133
25	2	0.405328
25	3	0.407758
25	4	0.396458
25	5	0.396057
25	6	0.394534
25	7	0.407776
25	8	0.407905
25	9	0.407832
25	10	0.394252
26	1	0.382778
26	2	0.391888
26	3	0.383568
26	4	0.379173
26	5	0.382802
26	6	0.379070
26	7	0.379132
26	8	0.382753
26	9	0.389529
26	10	0.379145
27	1	0.365830
27	2	0.369179
27	3	0.369279
27	4	0.380286
27	5	0.377314
27	6	0.365961
27	7	0.365864
27	8	0.369613
27	9	0.366914
27	10	0.365874
28	1	0.355925
28	2	0.356030
28	3	0.355892
28	4	0.356137
28	5	0.355982
28	6	0.355887
28	7	0.356033
28	8	0.355965
28	9	0.352635
28	10	0.352746
29	1	0.344709
29	2	0.344672
29	3	0.341507
29	4	0.341544
29	5	0.344793
29	6	0.341895
29	7	0.351331
29	8	0.352788
29	9	0.348462
29	10	0.344828
30	1	0.330364
30	2	0.338082
30	3	0.338369
30	4	0.338312
30	5	0.331700
30	6	0.331990
30	7	0.334279
30	8	0.334035
30	9	0.332330
30	10	0.334172
31	1	0.318982
31	2	0.321729
31	3	0.319223
31	4	0.319373
31	5	0.322650
31	6	0.324155
31	7	0.324182
31	8	0.331574
31	9	0.323692
31	10	0.324697
32	1	0.318017
32	2	0.310883
32	3	0.316737
32	4	0.316730
32	5	0.316984
32	6	0.311165
32	7	0.316371
32	8	0.316269
32	9	0.309066
32	10	0.309101
33	1	0.303265
33	2	0.308160
33	3	0.306980
33	4	0.310154
33	5	0.310398
33	6	0.309853
33	7	0.301367
33	8	0.299321
33	9	0.301302
33	10	0.308092
34	1	0.292288
34	2	0.295397
34	3	0.300888
34	4	0.301192
34	5	0.292185
34	6	0.293877
34	7	0.299330
34	8	0.291814
34	9	0.293224
34	10	0.291459
35	1	0.287211
35	2	0.294372
35	3	0.296087
35	4	0.291592
35	5	0.288276
35	6	0.288280
35	7	0.296804
35	8	0.296024
35	9	0.290848
35	10	0.288174
36	1	0.294238
36	2	0.294208
36	3	0.286083
36	4	0.294128
36	5	0.286547
36	6	0.288557
36	7	0.285887
36	8	0.288641
36	9	0.284836
36	10	0.289678
37	1	0.286643
37	2	0.285786
37	3	0.286638
37	4	0.286721
37	5	0.279197
37	6	0.277704
37	7	0.282335
37	8	0.285971
37	9	0.286546
37	10	0.286605
38	1	0.281458
38	2	0.281357
38	3	0.281459
38	4	0.280712
38	5	0.275525
38	6	0.278437
38	7	0.275573
38	8	0.280789
38	9	0.275910
38	10	0.280579
39	1	0.274155
39	2	0.270299
39	3	0.265478
39	4	0.273552
39	5	0.272519
39	6	0.265263
39	7	0.265485
39	8	0.266176
39	9	0.270379
39	10	0.264291
40	1	0.260535
40	2	0.260909
40	3	0.260029
40	4	0.260926
40	5	0.260883
40	6	0.261158
40	7	0.264037
40	8	0.263317
40	9	0.259542
40	10	0.256842
41	1	0.252537
41	2	0.258030
41	3	0.257988
41	4	0.254299
41	5	0.254552
41	6	0.252532
41	7	0.254833
41	8	0.250532
41	9	0.258432
41	10	0.253354
42	1	0.251247
42	2	0.255399
42	3	0.255405
42	4	0.255096
42	5	0.252451
42	6	0.250679
42	7	0.250312
42	8	0.254469
42	9	0.255572
42	10	0.255573
43	1	0.245241
43	2	0.243419
43	3	0.239184
43	4	0.245452
43	5	0.245956
43	6	0.246007
43	7	0.245414
43	8	0.246064
43	9	0.245594
43	10	0.246178
44	1	0.240675
44	2	0.240810
44	3	0.240666
44	4	0.241015
44	5	0.240800
44	6	0.240905
44	7	0.240589
44	8	0.240945
44	9	0.237070
44	10	0.241116
45	1	0.234261
45	2	0.232161
45	3	0.237887
45	4	0.232610
45	5	0.235362
45	6	0.234295
45	7	0.231849
45	8	0.232862
45	9	0.233549
45	10	0.234104
46	1	0.228889
46	2	0.228590
46	3	0.229051
46	4	0.230919
46	5	0.231744
46	6	0.231769
46	7	0.228770
46	8	0.228546
46	9	0.228723
46	10	0.229983
47	1	0.225693
47	2	0.222654
47	3	0.228831
47	4	0.225891
47	5	0.225886
47	6	0.224294
47	7	0.226715
47	8	0.228580
47	9	0.223913
47	10	0.223570
48	1	0.218854
48	2	0.225202
48	3	0.225200
48	4	0.225401
48	5	0.220536
48	6	0.222880
48	7	0.219655
48	8	0.220050
48	9	0.218901
48	10	0.220547
