1	1	8.345068
1	2	8.338775
1	3	8.338823
1	4	8.338877
1	5	8.338303
1	6	8.338752
1	7	8.338320
1	8	8.338264
1	9	8.338307
1	10	8.338323
2	1	3.323072
2	2	3.317883
2	3	3.313203
2	4	3.333289
2	5	3.321180
2	6	3.326522
2	7	3.313172
2	8	3.309986
2	9	3.282552
2	10	3.301642
3	1	2.094195
3	2	2.069125
3	3	2.070706
3	4	2.069853
3	5	2.079656
3	6	2.084423
3	7	2.085836
3	8	2.075303
3	9	2.091424
3	10	2.084989
4	1	1.526727
4	2	1.525506
4	3	1.525115
4	4	1.517361
4	5	1.516116
4	6	1.506930
4	7	1.506184
4	8	1.520277
4	9	1.515834
4	10	1.518138
5	1	1.203237
5	2	1.193596
5	3	1.200080
5	4	1.199403
5	5	1.198032
5	6	1.200620
5	7	1.200652
5	8	1.200749
5	9	1.200592
5	10	1.194155
6	1	0.987294
6	2	0.991217
6	3	0.989979
6	4	0.983286
6	5	0.988381
6	6	0.990637
6	7	0.990436
6	8	0.990155
6	9	0.990456
6	10	0.991061
7	1	0.841532
7	2	0.829821
7	3	0.796006
7	4	0.798643
7	5	0.796151
7	6	0.796058
7	7	0.795318
7	8	0.797082
7	9	0.795179
7	10	0.793034
8	1	0.698248
8	2	0.693725
8	3	0.694022
8	4	0.695738
8	5	0.692430
8	6	0.690207
8	7	0.692818
8	8	0.695333
8	9	0.701604
8	10	0.700179
9	1	0.621355
9	2	0.618364
9	3	0.623382
9	4	0.620653
9	5	0.618532
9	6	0.619720
9	7	0.617820
9	8	0.616560
9	9	0.619703
9	10	0.623124
10	1	0.561401
10	2	0.557877
10	3	0.554791
10	4	0.552996
10	5	0.560961
10	6	0.558942
10	7	0.559948
10	8	0.558353
10	9	0.560889
10	10	0.556940
11	1	0.508026
11	2	0.509020
11	3	0.504909
11	4	0.508809
11	5	0.506746
11	6	0.512496
11	7	0.508011
11	8	0.511781
11	9	0.507211
11	10	0.510999
12	1	0.466540
12	2	0.463992
12	3	0.467168
12	4	0.464186
12	5	0.465823
12	6	0.463800
12	7	0.465723
12	8	0.464055
12	9	0.467791
